,author,published_at,updated_at,like_count,text
888,NiraV,2020-09-02T16:12:30Z,2020-09-02T16:12:30Z,2,"bcoz of his activity, India lost its slot in PC competitive Gaming😢"
889,Saurow,2020-09-01T17:50:44Z,2020-09-01T17:50:44Z,0,word.exe has stopped working.              *Calls the tech support
890,TomEvildEvil Official,2020-09-01T13:43:23Z,2020-09-01T13:43:23Z,0,India =)) a fucking country
891,EndWRX,2020-08-31T03:05:35Z,2020-08-31T03:05:35Z,0,Holy damn trash cheats. Even OTC is better LOL
892,vincen letsoin,2020-08-30T14:37:33Z,2020-08-30T14:37:33Z,1,Im better be a newbie then cheating
893,Anup Pradhan,2020-08-29T12:21:03Z,2020-08-29T12:21:03Z,0,"On <a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=00m21s"">00:21</a> the guy will kill forsaken when they are alone 🤣🤣🤣"
894,Arzt,2020-08-29T07:31:06Z,2020-08-29T07:31:06Z,0,"he opened it from a .RAR right? winrar makes a temp folder that has the files i guess he dint know that even if you removed the USB the file stays in the temp folder otherwise how are you using it, it was how i bypassed the block in highschool PCs, <br>for what i see the referee used windows search  to find it, the cheat name is normally &quot;word&quot;? or he changed it to disguise it?"
895,Tejas Shivaprasad,2020-08-28T11:10:30Z,2020-08-28T11:10:30Z,0,as an indian i am ashamed o this idiot who spoils name for indian gamers
896,Alpha CD,2020-08-28T02:13:41Z,2020-08-28T02:13:59Z,0,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m52s"">0:52</a> song name"
897,Bg Drill,2020-08-27T15:53:36Z,2020-08-27T15:53:36Z,0,he was just good
898,Force,2020-08-27T03:43:35Z,2020-08-27T03:43:35Z,0,indian music haha
899,亗『 ANIRBAN 』亗,2020-08-26T15:18:59Z,2020-08-26T15:18:59Z,0,How did he even sneak those files in and got them to running? isnt it prohibited to not modify the game
900,Lý Quý,2020-08-26T04:03:19Z,2020-08-26T04:03:19Z,1,Fuck off India
901,• 50 years ago,2020-08-25T07:17:26Z,2020-08-25T07:17:26Z,0,HisCareergon hahahbaa
902,Gaud,2020-08-23T06:50:20Z,2020-08-23T06:50:20Z,1,I kinda feel sad for his teammates
903,Why me,2020-08-22T11:48:34Z,2020-08-22T11:48:34Z,0,"WHAAAAAATTTTT!,!!!"
904,Drew,2020-08-22T02:58:05Z,2020-08-22T02:58:05Z,0,WORD.EXE
905,Gustavo Gomes,2020-08-21T11:37:06Z,2020-08-21T11:37:06Z,0,"Ta chegando a vez da chaos, lmao"
906,Nightbot.,2020-08-20T15:40:34Z,2020-08-20T15:40:34Z,0,This is all because of shroud aimbot was inspired by shroud 😂😂
907,King King,2020-08-20T05:11:25Z,2020-08-20T05:11:25Z,0,No shame even after getting caught
908,BroLoCo,2020-08-19T18:53:12Z,2020-08-19T18:53:12Z,0,"This exe file connected his pc to shrouds, he doesn&#39;t really know how to play cs go its all shroud"
909,Mykyta Kriuchkov,2020-08-18T15:07:06Z,2020-08-18T15:07:06Z,0,"Продам приватный чит 300руб.Этот чит не палится VAC.4 в 1(aim, bhop, esp, triggerbot)По ссылке пробный чит на 24 часа.<br><a href=""https://yadi.sk/d/pvVrkCphFnlpOA"">https://yadi.sk/d/pvVrkCphFnlpOA</a>"
910,Aditya Rawat,2020-08-18T11:10:31Z,2020-08-18T11:10:31Z,0,So disappointed to see. Indian Gaming community is young. We are trying to compete internationally honestly but these fuckers destroy the image of a whole country.
911,ZhaksStab,2020-08-17T14:57:50Z,2020-08-17T14:57:50Z,0,His parents will be proud
912,Alex Karp,2020-08-16T20:25:00Z,2020-08-16T20:25:00Z,7,That’s what happens when Indian support scam employee goes on cs:go pro scene😂😂😂
913,Gatan Wicarisky,2020-08-15T15:57:28Z,2020-08-15T15:57:28Z,0,Stupid india bolte bolte<br>India 🇮🇳 do you know what is Qurban?
914,yusuf gül,2020-08-14T15:08:15Z,2020-08-14T15:08:15Z,0,der hackt nicht
915,Ivan Capuz,2020-08-13T14:06:53Z,2020-08-13T14:06:53Z,0,That&#39;s what you get for playing with cow worshippers. India sucks.
916,Machine _935,2020-08-13T13:48:33Z,2020-08-13T13:48:33Z,0,"NOVO  FREE HACK TEST TRACK 1.2 2020 UNDETECTED BYPASS VAC<br>DESLIGUE O ANTIVIRUS<br>LIMPE A TEMP <br>INJETE COM O JOGO ABERTO<br>DIVIRTASE<br> ----LINK :<a href=""https://www.sendspace.com/file/r5sfdn"">https://www.sendspace.com/file/r5sfdn</a>"
917,ResolvedMan,2020-08-13T07:21:16Z,2020-08-13T07:21:16Z,0,What is the name of the Indian song?
918,Sava,2020-08-12T21:32:10Z,2020-08-12T21:32:10Z,0,When a indian hide hack files.<br>But forgot his country is full of microsoft workers...
919,Mr Robot,2020-08-11T14:34:16Z,2020-08-11T14:34:16Z,0,This is sam from microsoft tech support
920,MadeInTheUSA,2020-08-08T16:49:02Z,2020-08-08T16:49:02Z,1,India hackers not surprising
921,Dr.Drake,2020-08-06T03:07:04Z,2020-08-06T03:07:04Z,0,I am getting extreme second hand embarrassment.
922,Kai,2020-08-05T18:56:36Z,2020-11-01T12:04:46Z,5485,<b>His new job: &quot;Hello this is Nick from Tech Support.&quot;</b>
923,AJ Othwal,2020-08-04T12:12:23Z,2020-08-04T12:12:23Z,1,Fucking disgrace to the community. I&#39;m glad his ass got banned for life... But also sad for other players who suffered.
924,350Ginge,2020-08-03T00:21:16Z,2020-08-03T00:21:16Z,0,"<a href=""https://discord.gg/5tCaJg"">https://discord.gg/5tCaJg</a><br>Cheating community for Programmers, Cheat providers, cheat users, cheat MM and boosting lobbies for none cheaters."
925,Sindu A,2020-08-02T12:32:55Z,2020-08-02T12:32:55Z,1,Nice bro super video bro😂🤣🤣🤣🔥👌
926,LinusFingerTips,2020-07-31T08:41:53Z,2020-07-31T08:41:53Z,0,His heart was pounding so bad
927,Vincent Jiang,2020-07-31T05:20:32Z,2020-07-31T05:20:32Z,0,How come he willing to cheat in a global competition.
928,Besim Alieski,2020-07-30T16:46:32Z,2020-07-30T16:46:32Z,0,Idiot
929,Acho,2020-07-30T00:40:55Z,2020-07-30T00:40:55Z,0,"Admin : what is this?<br><br>Forsaken : WTF, CLARA!??<br><br>Admin : ..."
930,Drainme,2020-07-29T19:09:06Z,2020-07-29T19:09:06Z,0,Tutututut you love curry eh?
931,A Tiny Horse,2020-07-29T10:25:27Z,2020-07-29T10:25:27Z,0,"How did it happen? Did they decide to go to Forsaken’s computer and find the file, just randomly during the tournament? And how the hell did he install cheats in the first place?"
932,Gema Pratama Aditya,2020-07-29T08:32:12Z,2020-07-29T08:32:12Z,1,what have you done clara.
933,NoobMaster69,2020-07-28T21:26:08Z,2020-07-28T21:26:08Z,0,Forsaken is a noob using hacks for like seeing other player his a pro but his not because he used hack rather than his own skill
934,NFabian,2020-07-28T19:02:16Z,2020-07-28T19:02:16Z,4,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m28s"">0:28</a> you can tell the guy from the right knows that his career is done lol"
935,Indonesian Hero,2020-07-28T18:27:23Z,2020-07-28T18:27:23Z,0,Indian....LOL
936,sbrocoli,2020-07-27T07:47:45Z,2020-07-27T07:47:45Z,23,His dad: Are you winning son?
937,YT Anonymity,2020-07-26T23:09:37Z,2020-07-26T23:10:16Z,0,Each of them would gonna get wrekt by S1mple. Top tier EU team is waiting
938,Ruthgardah Tenchavez,2020-07-26T15:39:24Z,2020-07-26T15:39:24Z,0,Admins had a lot of experience they will always know where he put the cheat files
939,BS Korche,2020-07-26T11:54:05Z,2020-07-26T11:54:05Z,1,Now because of him every Indian gamer are treated as hacker.
940,rapid.-,2020-07-24T11:49:51Z,2020-07-24T11:49:51Z,0,ooh may goud foreskin cheter😡😡😡😡!!!! he no good pleyer
941,BRUTAL POLICE,2020-07-24T08:21:30Z,2020-07-24T08:21:30Z,0,India is idiott country
942,justandri,2020-07-24T04:34:14Z,2020-07-24T04:34:14Z,0,Noob play like a pro players
943,Donk3y,2020-07-23T20:22:42Z,2020-07-23T20:22:42Z,0,india super power 2020
944,MigatteNoGokui,2020-07-23T12:24:26Z,2020-07-23T12:24:26Z,0,silly dumbass
945,Exzyverse WR,2020-07-22T12:47:29Z,2020-07-22T12:47:29Z,0,Stupid forsaken
946,RedSlayer,2020-07-22T12:07:56Z,2020-07-22T12:07:56Z,0,Guys how to turn on the lazer at player teammate. I mean the blue lazer at ct and the yellow lazer at t team. I dont know how to turn it on when i checked demo to check some hacker
947,Jambermae Carpenter,2020-07-22T06:23:34Z,2020-07-22T06:23:34Z,0,EZ4ENCE
948,Tetillo,2020-07-22T04:50:45Z,2020-07-22T04:50:45Z,0,His teamate:wtf men now we go discualified green what your problem
949,Ben Tan,2020-07-20T09:40:32Z,2020-07-20T09:40:32Z,0,Reason this is not surprising? Indian.<br><br>That&#39;s all I&#39;ll say.
950,sonjyson,2020-07-18T13:12:07Z,2020-07-18T13:12:07Z,1,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m02s"">0:02</a> you can see he is praying lmaoooooooo"
951,ChoCo BenchMarker,2020-07-17T12:22:24Z,2020-07-17T12:22:43Z,10,Also forsaken : <b>It&#39;s must be that clara girl who also installed it on the missQgemini girl pc</b>
952,Chaiya Tinrung,2020-07-17T07:54:57Z,2020-07-17T07:54:57Z,0,โปร no.1 ของโลกก็ประเทศอินเดียนี่ละ
953,Permen Karet,2020-07-16T17:00:49Z,2020-07-16T17:00:49Z,0,"India its noob,<br>And now they cheating in pmwl"
954,N.B,2020-07-14T19:23:54Z,2020-07-14T19:23:54Z,3,He not only destroyed his career but also put a stain on the whole country&#39;s reputation...i laughed when he was giving tips to the other players..such a hypocrite...that is why it is important to look into who yoi choose to represent your country
955,usaid,2020-07-14T15:41:46Z,2020-07-14T15:41:46Z,0,Forsaken was mistaken to be born
956,Brown Boi Asad,2020-07-14T12:10:55Z,2020-07-14T12:10:55Z,0,hahahaah
957,Lucho Remix,2020-07-14T08:09:11Z,2020-07-14T08:09:11Z,0,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m48s"">0:48</a> Ese Aim fue muy alevoso, miren esa mira jajajjajaja xD"
958,Asking Why is Free,2020-07-13T14:09:13Z,2020-07-13T14:09:13Z,1,"In the words of Raj Koothrappali &quot;Ok. if no one else will say it, I will. we really suck at paintball.&quot;"
959,Michael T,2020-07-13T05:33:48Z,2020-07-13T05:33:48Z,0,One need pwned the other nerd.
960,tuukka kristiina tukiainen,2020-07-12T21:49:39Z,2020-07-12T21:49:39Z,0,"What is the music <a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m49s"">0:49</a>"
961,Tony,2020-07-11T19:07:31Z,2020-07-11T19:07:31Z,0,I liked how that stacked Pepsi cans in front of them. A+ for marketing department.
962,Bilal Ch,2020-07-11T07:20:44Z,2020-07-11T07:20:44Z,0,"huh,, this isn&#39;t a god, he is a cheating goat!.. CSGO gods are playing for Faze, Coud9, NAvi, Nip,liquid, and a few more"
963,I share memes,2020-07-10T20:49:24Z,2020-07-10T20:49:24Z,0,I m actually feeling sad for his teammates
964,Ser Bonkers,2020-07-10T09:07:42Z,2020-07-10T09:07:42Z,0,Wow i wouldve beat him up if i was his teammate.
965,B l o s s o m,2020-07-10T02:02:13Z,2020-07-10T02:02:13Z,0,Damn his profile picture and face irl are like 2 different things.
966,Android technical,2020-07-09T06:46:54Z,2020-07-09T06:46:54Z,1,busted😂😂😂
967,Vitor De Paula Batista,2020-07-08T13:50:02Z,2020-07-08T13:50:02Z,0,O player da Chaos tava desse jeito tambem e ninguem fala nada.
968,Vivo Dinesty,2020-07-07T20:09:11Z,2020-07-07T20:09:11Z,0,Wonder what he doing now
969,Karar Ender,2020-07-07T15:24:29Z,2020-07-07T15:24:29Z,0,imagine using word.exe when shourd.exe exist
970,Marco Gabrielle Rellon,2020-07-07T15:23:35Z,2020-07-07T15:23:35Z,0,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m53s"">0:53</a> what is that song?"
971,Crick Highlights,2020-07-06T15:52:02Z,2020-07-06T15:52:02Z,0,"Win Real Cash in CS GO at: <a href=""http://playmob.store/"">playmob.store</a>"
972,Hold my bear,2020-07-06T07:08:39Z,2020-07-06T07:08:39Z,0,Word but is BAK file
973,GANGSTARS,2020-07-06T01:26:47Z,2020-07-06T01:26:47Z,2,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=2m41s"">2:41</a> Sachin be like : Bharwey mainey AntiBat nhi lagaya howa tha"
974,sako,2020-07-06T00:24:43Z,2020-07-06T00:24:43Z,0,optic india changed to optic cheatindia
975,ashish bhatt,2020-07-05T09:08:35Z,2020-07-05T09:08:35Z,0,As an indian this make me cringe.. even with aimbot he was so trash. I have seen better player in regular matches.
976,鈞聊運動,2020-07-05T08:43:34Z,2020-07-05T08:43:34Z,0,Because you are cheaters like astros
977,RadioPassive,2020-07-04T17:07:15Z,2020-07-04T17:07:15Z,0,forsaken sake
978,O - Zone,2020-07-04T05:33:47Z,2020-07-04T05:33:47Z,0,Lol..<br>India cheats<br>India scams<br>Else?
979,BuzZ VideoZ,2020-07-04T04:59:05Z,2020-07-04T04:59:05Z,0,Forsaken is now working for the IRS.. if you know what i mean😂
980,Z- Boo,2020-07-03T08:23:36Z,2020-07-03T08:23:36Z,0,“word.exe”
981,Kewl,2020-07-02T08:15:01Z,2020-07-02T08:15:01Z,0,this is legit
982,HPPLH4ZE,2020-07-01T16:19:22Z,2020-07-01T16:19:22Z,0,link this to any banned accounts :D
983,WINSTON MOSCOW,2020-06-30T11:29:15Z,2020-06-30T11:29:15Z,0,his mate was really dissappointed..
984,Harley Nguyen,2020-06-28T22:56:49Z,2020-06-28T22:56:49Z,0,Địt con mẹ Ấn Độ
985,wusulus,2020-06-28T21:36:54Z,2020-06-28T21:36:54Z,0,&quot;hiscareergone&quot; lost it
986,PraQ,2020-06-28T13:40:35Z,2020-06-28T13:40:35Z,0,Marzil be like<br>Saale Ghar chal Ghar chal teko ham dikhata hai
987,JANAR 3011,2020-06-28T07:00:48Z,2020-06-28T07:00:48Z,0,Hey what song is this
988,Josh Braithers,2020-06-27T23:17:22Z,2020-06-27T23:17:22Z,3,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=2m35s"">2:35</a> &quot;just focus on the ground&quot; ladies and gents that&#39;s called spinbott"
989,CRH,2020-06-27T15:52:42Z,2020-06-27T15:52:42Z,0,"China have the best anti-cheats, because there are too many cheaters in China😅"
990,RAGE,2020-06-27T07:52:07Z,2020-06-27T07:52:07Z,0,😂😂😂😂
991,Skilifavas,2020-06-27T06:18:59Z,2020-06-27T06:18:59Z,0,thank god for that guy that caught him.
992,CS 1.6,2020-06-26T20:44:08Z,2020-06-26T20:44:08Z,0,Still more legit than leaf and xeppa
993,Ithalo Ferrer,2020-06-26T00:29:27Z,2020-06-26T00:29:27Z,0,<b><i>Leaf ull be the next one!</i></b>
994,Vinícius Rezende,2020-06-25T21:02:29Z,2020-06-25T21:02:29Z,0,<b>se eu nao tivesse xitado se sexaxaxcd que eu ia mirar do outro lado</b>
995,Revarus Maldar,2020-06-25T19:10:32Z,2020-06-25T19:10:32Z,0,guy sitting beside forsaken reaction is priceless. That look says &quot;are you shitting me right now!?&quot;
996,Adrian Tello Guerra,2020-06-24T18:45:11Z,2020-06-24T18:45:11Z,0,Name of the song?
997,Vincent Dolente,2020-06-24T14:44:27Z,2020-06-24T14:44:27Z,0,20% of dislikes are the hackers. That&#39;s pretty bad
998,Júnior Silva,2020-06-23T20:23:31Z,2020-06-23T20:23:31Z,0,Chaos Forsaken HLTV CONFIRMED!<br><br><br><br><br>(It&#39;s a joke btw)
999,IThe Noob,2020-06-23T18:42:40Z,2020-06-23T18:42:40Z,0,He ruined indian esports
1000,Pedro Picini,2020-06-23T16:40:17Z,2020-06-23T16:40:17Z,0,CHAOS 2020
1001,Blake S,2020-06-23T15:17:27Z,2020-06-23T15:17:27Z,0,How do these guys even do this?<br><br>I ALWAYS thought that pro players used computers that were provided and that they had some sort of program that prevented anything else from being installed on that PC.<br><br>Kinda like school computers.
1002,Arhaan PlayZ,2020-06-21T20:54:00Z,2020-06-21T20:54:00Z,0,~game~
1003,klark martinez,2020-06-21T18:11:16Z,2020-06-21T18:11:16Z,0,Cheaters and scammers most of them.
1004,Cristian Tecsa,2020-06-21T15:48:45Z,2020-06-21T15:48:45Z,0,He had a very good sneaking skill<br>He tried to delete the hacks in front of the admin<br>Sneak 10000000%
1005,Mr Robot,2020-06-20T21:07:21Z,2020-06-20T21:07:21Z,0,Indian csgo player caught cheating in Chinese tournament lamao 😂😂😂😂😂😂😂 fuck man
1006,protectorate general,2020-06-20T03:17:50Z,2020-06-20T03:17:50Z,0,You India you lose
1007,LIANTO CIKO,2020-06-18T10:20:20Z,2020-06-18T10:20:20Z,0,cheap hax
1008,Nikhil Subba,2020-06-18T08:14:05Z,2020-06-18T08:14:05Z,16,Well sometimes I feel proud of myself! Even though I am not good at CODMW I can&#39;t even imagine myself using cheap tricks to gain victory. Still trying for my first warzone victory!
1009,ZachHeadHunter 95,2020-06-17T10:01:21Z,2020-06-17T10:01:21Z,0,Is that from india player?
1010,Rhys,2020-06-16T19:00:14Z,2020-06-16T19:00:14Z,0,"What happen to the music at <a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m30s"">0:30</a>? Can you tell me the clip and the music title?"
1011,Entertainment Planet,2020-06-16T18:25:34Z,2020-06-16T18:25:34Z,0,Song link plz😍🥰🥰💖✌🏻❤️
1012,Jerry Top G,2020-06-15T15:22:15Z,2020-06-15T15:22:15Z,0,Only for one nasty person india got disqualified 😭😭
1013,Aziz Id,2020-06-14T21:48:07Z,2020-06-14T21:48:07Z,0,"What video clip <a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m38s"">0:38</a>"
1014,Sussy Baka,2020-06-14T12:29:53Z,2020-06-14T12:29:53Z,1,just focus on the wall
1015,Arrizieq,2020-06-14T00:36:44Z,2020-06-14T00:36:44Z,1,"Hindi... Oh, a lot of cheater..."
1016,Lou Cif,2020-06-13T20:51:46Z,2020-06-13T20:51:46Z,11,&quot;Never play for the rank&quot; Forsaken<br>Wise words from the Master 🙏🏼
1017,Ajisai,2020-06-13T14:58:37Z,2020-06-13T14:58:37Z,0,He still gets rekt even with an aimbot lmao. He lacks awareness.
1018,Illegal Alien,2020-06-11T00:38:40Z,2020-06-11T00:38:40Z,0,Forsaken was caught [Data Expunged] and as a result his career was [Redacted]
1019,Topias Kossi,2020-06-10T20:43:37Z,2020-06-10T20:43:37Z,0,Hacks deleted infront of admin<br><br>Illusion 100
1020,Sid_youtube,2020-06-10T15:05:29Z,2020-06-10T15:05:29Z,0,pretty apt  that his name is forsaken
1021,xanduk,2020-06-10T09:26:21Z,2020-06-10T09:26:21Z,0,it&#39;s fackin sucker cheater
1022,Finlander,2020-06-09T20:57:25Z,2020-06-09T20:57:25Z,0,Should&#39;ve named it Passwords.exe
1023,GetmeoutofSanFrancisco,2020-06-09T10:43:16Z,2020-06-09T10:43:16Z,0,Forsaken in real life...<br><br>At least he lived up to his name.
1024,Chan Chan,2020-06-09T02:26:35Z,2020-06-09T02:26:35Z,17,1.5 years later this still makes me laugh 😂😂 and the look on his teammate priceless
1025,emanueljoab,2020-06-08T20:04:49Z,2020-06-08T20:04:49Z,0,Cria do aspx
1026,Cyborg ji,2020-06-08T05:44:39Z,2020-06-08T05:44:39Z,0,Indians ka naam rosan kia Bhai ne👏👏👏
1027,QueenMadison 27,2020-06-08T03:13:35Z,2020-06-08T03:13:35Z,1,Imagine being his teammate and having to go home because of his hacks
1028,Niel,2020-06-08T01:00:33Z,2020-06-08T01:00:33Z,0,CSGO ALGORITHM.
1029,Conecto,2020-06-07T10:18:22Z,2020-06-07T10:18:22Z,0,8k dislikes are those who cant play without hacks noobs
1030,MG CUSTOMS,2020-06-06T08:59:26Z,2020-06-06T08:59:26Z,234,"His team mate had this look of all the memories and moments they had, all ended at the spot."
1031,MG CUSTOMS,2020-06-06T08:57:47Z,2020-06-06T08:57:47Z,0,What an idiot. He threw his entire career out the window.
1032,Shadow Hunter03,2020-06-05T11:21:15Z,2020-06-05T11:21:15Z,0,Hows the discrimination? Hahaha
1033,Smith The Lit,2020-06-04T08:56:08Z,2020-06-04T08:56:08Z,44,Forsaken:*cheats*<br>Refree: Im about to end this whole man&#39;s career
1034,The MockingJay,2020-06-04T03:43:15Z,2020-06-04T03:43:15Z,1,Thats why i hate indians ...
1035,Alaskan Shooter,2020-06-03T17:58:34Z,2020-06-03T17:58:34Z,1,all the pro teams do it lol. wake up
1036,Moose Mx,2020-06-03T08:32:22Z,2020-06-03T08:32:22Z,0,Kya re hijde nam kharab kar diyya india ka
1037,gazzy g,2020-06-03T05:36:58Z,2020-06-03T05:36:58Z,0,Indian ha??
1038,t lucas,2020-06-02T19:11:52Z,2020-06-02T19:11:52Z,0,Same on Indian
1039,Avi Roy,2020-06-01T22:06:39Z,2020-06-01T22:06:39Z,1,Such a loser
1040,Brendan Wang,2020-05-31T15:00:54Z,2020-05-31T15:00:54Z,0,This man cheat in our match
1041,Sandeep Gurung,2020-05-30T04:52:34Z,2020-05-30T04:52:34Z,0,Salle sabbhackera
1042,CEO of Cat Co.,2020-05-29T07:42:46Z,2020-05-29T07:42:46Z,0,Imagine being such a low life to do this.
1043,Uchiha Shisui,2020-05-28T20:07:28Z,2020-05-28T20:07:28Z,1,Typical indian player. Noob in gaming history hahaha
1044,Thepowerlies,2020-05-28T11:24:56Z,2020-05-28T11:24:56Z,7,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m21s"">0:21</a> The way his teammate is looking ... You can see the pain in his eyes"
1045,Bunny Not Kawaii,2020-05-28T10:27:09Z,2020-05-28T10:27:09Z,1,Shroud hack doesn&#39;t use hack hack use shroud
1046,Mario Bogoev,2020-05-28T09:49:24Z,2020-05-28T09:49:24Z,1,TYPICAL INDIAN.
1047,アンド,2020-05-28T05:48:46Z,2020-05-28T05:48:46Z,0,Shame on India
1048,Sp1ne,2020-05-27T22:53:54Z,2020-05-27T22:53:54Z,0,He admitted that the only reason he was on optic was because of the blatantly obvious hacks
1049,MidNight,2020-05-27T20:51:08Z,2020-05-27T20:51:08Z,0,Nah it wasnt cheats i think word.exe was the official microsoft word office hahahah
1050,Spoonesi,2020-05-27T17:16:27Z,2020-05-27T17:16:27Z,0,Look at his teammates face bro. You could tell he was mad and embarassed for the rest of the team
1051,my dad,2020-05-26T21:22:22Z,2020-05-26T21:22:22Z,0,"The worst thing is he was representing his country, left a image on everyone&#39;s eyes."
1052,TRVE,2020-05-25T11:10:51Z,2020-05-25T11:10:51Z,0,What the music sound in intro? Tell me please
1053,Benjagoss,2020-05-25T03:17:20Z,2020-05-25T03:17:20Z,0,Nice india
1054,NAME LESS,2020-05-25T01:18:12Z,2020-05-25T01:18:12Z,1,Hiscareersgon😂💀🤣
1055,Dre Bue,2020-05-24T10:31:06Z,2020-05-24T10:31:06Z,1,"The guy in the car grabbing the other persson violently, what&#39;s the original title?"
1056,Parv,2020-05-23T22:31:30Z,2020-05-23T22:31:30Z,0,"Here&#39;s the song<br><a href=""https://youtu.be/W_QEJfgiMYg"">https://youtu.be/W_QEJfgiMYg</a>"
1057,Parv,2020-05-23T15:14:41Z,2020-05-23T15:14:41Z,0,can someone pls gimme the link of the song?
1058,Nawaz Malik,2020-05-22T16:59:59Z,2020-05-22T16:59:59Z,0,Trying to deleting chests front of admin &quot;This Is How Mafia Work&quot;
1059,Anand Tiwari,2020-05-22T06:47:38Z,2020-05-22T06:47:38Z,0,"Imagine other Indian teams , they won&#39;t get support for playing CSGO for a long time . Fuck Foreskin"
1060,yhedada,2020-05-21T21:51:13Z,2020-05-21T21:51:13Z,14332,respect to the admin who knew where to find the cheat files
1061,Tearism.,2020-05-19T16:35:31Z,2020-05-19T16:35:31Z,1,"<b>Although he is using cheat,he still pro...</b><br><br><br><br><br><br><br><br><br><b>Pro at deleting file infront of ADMIN</b>"
1062,RoyMiller51,2020-05-19T05:45:15Z,2020-05-19T05:45:15Z,0,"does anyone know the track at <a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m49s"">0:49</a> its funny af lmao"
1063,BlixTM,2020-05-18T14:09:03Z,2020-05-18T14:09:03Z,2594,At least the ref didn’t find his “homework” folder
1064,thang sang,2020-05-18T14:03:49Z,2020-05-18T14:03:49Z,2,That stare from his freind tho.
1065,Chris Redfield,2020-05-18T06:10:52Z,2020-05-18T06:10:52Z,0,bet this 4 guys feeling pretty shitty especially the guy asking for tips from him lol
1066,Daylord Wayken,2020-05-17T22:50:45Z,2020-05-17T22:50:45Z,0,Damn this must be so embrassing
1067,L Bett.,2020-05-17T12:15:24Z,2020-05-17T12:15:24Z,0,haha this losers with no skill using cheats !   omfg
1068,Sabahudin Cerimovic,2020-05-16T13:36:33Z,2020-05-16T13:36:33Z,0,Did his mates know about this ?
1069,Ade iwnl2,2020-05-16T09:59:47Z,2020-05-16T09:59:47Z,0,Forsaken from the optic india THE LEGEND xaxaxaxaxaxaxa
1070,MCTT,2020-05-16T03:01:06Z,2020-05-16T03:01:06Z,0,For real word <br>There was no other names <br><br>FOR REAL WORD WTF
1071,Kyle,2020-05-16T00:07:44Z,2020-05-16T00:07:44Z,0,OUTRO A BOP
1072,Koushik Gaming,2020-05-14T17:18:04Z,2020-05-14T17:18:04Z,0,He ended up all the other players career. So sad 😢😥
1073,Stn,2020-05-13T23:06:19Z,2020-05-13T23:06:19Z,0,This guy so pussy
1074,Paradajz,2020-05-13T12:12:06Z,2020-05-13T12:12:06Z,0,GOOD GAMING CHAIR!!!!
1075,PROD. SKAM,2020-05-13T08:25:26Z,2020-05-13T08:25:26Z,0,<b>coffin dance</b>
1076,BLANK,2020-05-13T07:39:35Z,2020-05-13T07:39:35Z,1,"IF U WANT TO USE HACKS, JUST DON&#39;T LET ANYONE FIND IT...OR DON&#39;T USE IT AT ALL."
1077,ZappyyZ,2020-05-12T15:41:58Z,2020-05-12T15:41:58Z,0,forsagone
1078,Nguyễn Tất Việt,2020-05-12T15:12:00Z,2020-05-12T15:12:00Z,0,India vs vietnam they caughr some player indoa play cheating
1079,mdragarg,2020-05-12T14:59:44Z,2020-05-12T14:59:44Z,0,Dumbass
1080,Stock Market George,2020-05-11T20:28:17Z,2020-05-11T20:28:17Z,0,Looks like the guy who tried to scam my grandma about the IRS.<br>Oh wait...
1081,Azan Faiz,2020-05-11T18:33:45Z,2020-05-11T18:33:45Z,0,I like part when he been caught.. 😂😂😂
1082,el chupacabra,2020-05-11T06:07:39Z,2020-05-11T06:07:39Z,2,he actually sucked for a pro player even with his cheats.
1083,1 Taps,2020-05-10T10:30:51Z,2020-05-10T10:46:05Z,0,India ki naam duba Diya sale ne gaming community me🤬
1084,Mr QuocViet,2020-05-09T09:27:43Z,2020-05-09T09:27:43Z,0,Phó sát thương
1085,Imagine Wagons,2020-05-08T19:00:09Z,2020-05-08T19:00:09Z,0,"How do tournaments work? I mean, the PCs they are using are not theirs right? So does this mean that this dude sneakily put the files on the pc before the round or are those files easily typed or what? I dont play CSGO so... yeah."
1086,Gab,2020-05-08T16:57:34Z,2020-05-08T16:57:34Z,0,haha foreskin
1087,NoobGamer,2020-05-08T03:37:24Z,2020-05-08T03:37:24Z,604,"<a href=""https://www.youtube.com/watch?v=-z-kmSF5Qxk&amp;t=0m25s"">0:25</a> his teammate&#39;s face is like &quot;meet me outside&quot;."
1088,Vannos,2020-05-06T08:00:53Z,2020-05-06T08:00:53Z,0,India full nari ee kopan karanam
